   3.9470861249   -0.4425790123    1.6467070828
   5.2815437787    1.4426663229   -0.1719462651
   4.6150220930    2.1950137800   -0.1719462651
   3.9470861249   -0.4425790123   -1.9905996131
   2.2402745854   -0.3760390840    1.9348295526
   1.7152745854    0.5332875900   -1.9838237953
   2.2402745854   -0.3760390840   -2.2651704474
   2.1866320876   -1.7005593644    1.8358907194
   3.2366320876   -1.7005593644    1.5545440674
   2.7116320876   -2.6098860384    1.5545440674
   3.2366320876   -1.7005593644   -2.0827626285
   2.7116320876   -2.6098860384   -2.0827626285
   2.1866320876   -1.7005593644   -2.3641092806
   0.9733242396   -2.1934923471    1.8713548973
   0.4483242396   -3.1028190211    1.5900082453
   1.4983242396   -3.1028190211    1.5900082453
   0.7145028826   -3.9936344262    0.8213548973
   1.7288201438   -3.8477976208    0.8213548973
   0.2286539769   -4.1570264567   -0.2286451027
   1.2264512682   -4.2781809827   -0.2286451027
   2.1662602078   -3.9217584655   -0.2286451027
   0.7145028826   -3.9936344262   -1.2786451027
   1.7288201438   -3.8477976208   -1.2786451027
  -0.0766757604   -2.1934923471   -2.0472984506
   0.4483242396   -3.1028190211   -2.0472984506
   1.4983242396   -3.1028190211   -2.0472984506
   0.9733242396   -2.1934923471   -2.3286451027
   0.1900433044   -1.1069363349    2.0029345804
   1.2400433044   -1.1069363349    1.7215879283
  -0.3349566956   -0.1976096609    1.7215879283
  -0.3349566956   -2.0162630089    1.7215879283
  -0.3349566956   -0.1976096609   -1.9157187676
  -0.3349566956   -2.0162630089   -1.9157187676
   0.1900433044   -1.1069363349   -2.1970654196
   0.9236323873    0.0337597650    2.0459179173
  -0.1263676127    0.0337597650    1.7645712653
   1.4486323873   -0.8755669089    1.7645712653
   1.4486323873    0.9430864390   -1.8727354306
  -0.1263676127    0.0337597650   -1.8727354306
   0.9236323873    0.0337597650   -2.1540820827
   0.3420770859    1.3357806203    2.1822235419
   1.3920770859    1.3357806203    1.9008768898
  -0.1829229141    2.2451072943    1.9008768898
  -0.1829229141    0.4264539464    1.9008768898
   1.3920770859    1.3357806203   -1.7364298061
  -0.1829229141    2.2451072943   -1.7364298061
   0.3420770859    1.3357806203   -2.0177764581
   0.9460864726    2.3739048822    2.0859038595
   1.9260864726    2.3739048822    1.8233136509
   1.4360864726    3.2226097779    1.8233136509
   0.4560864726    3.2226097779    1.8233136509
   2.3193198403    3.3716173247    1.1059038595
   1.4706149445    3.9882375251    1.1059038595
   0.4215580006    3.9882375251    1.1059038595
   2.6434962640    3.3539048822    0.1259038595
   1.9260864726    4.0713146736    0.1259038595
   0.9460864726    4.3339048822    0.1259038595
   2.3193198403    3.3716173247   -0.8540961405
   1.4706149445    3.9882375251   -0.8540961405
   0.4215580006    3.9882375251   -0.8540961405
   1.9260864726    2.3739048822   -1.5715059319
   1.4360864726    3.2226097779   -1.5715059319
   0.4560864726    3.2226097779   -1.5715059319
   0.9460864726    2.3739048822   -1.8340961405
  -1.0492517817    1.2704849114    2.2614706049
  -0.5242517817    2.1798115854    1.9801239528
  -0.5242517817    0.3611582374    1.9801239528
  -0.5242517817    2.1798115854   -1.6571827431
  -2.0992517817    1.2704849114   -1.6571827431
  -0.5242517817    0.3611582374   -1.6571827431
  -1.0492517817    1.2704849114   -1.9385293951
  -1.8232613182    0.1149693282    2.2197071609
  -0.7732613182    0.1149693282    1.9383605088
  -2.3482613182   -0.7943573458    1.9383605088
  -0.7732613182    0.1149693282   -1.6989461871
  -2.3482613182    1.0242960021   -1.6989461871
  -1.8232613182    0.1149693282   -1.9802928391
  -3.0178704418    0.1732777878    2.1572062518
  -3.5078704418    1.0219826835    1.8946160433
  -3.9978704418    0.1732777878    1.8946160433
  -3.5078704418   -0.6754271079    1.8946160433
  -4.3911038094    1.1709902303    1.1772062518
  -4.7152802332    0.1732777878    1.1772062518
  -4.3911038094   -0.8244346547    1.1772062518
  -3.9978704418    1.8706875793    0.1972062518
  -4.7152802332    1.1532777878    0.1972062518
  -4.9778704418    0.1732777878    0.1972062518
  -4.7152802332   -0.8067222122    0.1972062518
  -3.9978704418   -1.5241320036    0.1972062518
  -4.3911038094    1.1709902303   -0.7827937482
  -4.7152802332    0.1732777878   -0.7827937482
  -4.3911038094   -0.8244346547   -0.7827937482
  -3.5078704418    1.0219826835   -1.5002035396
  -3.9978704418    0.1732777878   -1.5002035396
  -3.5078704418   -0.6754271079   -1.5002035396
  -3.0178704418    0.1732777878   -1.7627937482
  -1.1763358852   -1.0877536601    2.0874127066
  -0.6513358852   -1.9970803340    1.8060660546
  -0.6513358852   -0.1784269861   -1.8312406413
  -0.6513358852   -1.9970803340   -1.8312406413
  -1.1763358852   -1.0877536601   -2.1125872934
  -0.9293373218   -2.3043246063    1.7619362674
  -2.2381586789   -4.1044666855    0.9932829194
  -4.0183151384   -2.8068875013   -0.0567170806
  -3.5512098929   -3.6968821886   -0.0567170806
  -2.7240075846   -4.2678587160   -0.0567170806
  -0.9293373218   -2.3043246063   -1.8753704285
  -1.4543373218   -3.2136512803   -1.8753704285
  -0.7508218610    2.5189217637    2.1221407053
  -1.2758218610    3.4282484377    2.1221407053
  -2.0596432180    4.3190638429    1.3534873574
  -2.5454921237    4.4824558733    0.3034873574
  -3.3726944321    3.9114793460    0.3034873574
  -3.8397996775    2.0163588687    0.3034873574
  -2.0596432180    4.3190638429   -0.7465126426
  -0.7508218610    2.5189217637   -1.5151659906
  -1.2758218610    3.4282484377   -1.5151659906
   5.2796530719   -0.1668072197    1.0851028638
   4.5973217099   -1.1059557702    1.0851028638
