#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  114
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  62
#! SET periodic_psi true
   -3.141592654   -3.141592654   68.796217956   41.762985118  -15.255610229
   -3.086476993   -3.141592654   71.023636752   38.259016267  -15.088856856
   -3.031361332   -3.141592654   73.047509782   34.448188370  -14.900395357
   -2.976245672   -3.141592654   74.854794558   30.528681159  -14.762294132
   -2.921130011   -3.141592654   76.442576497   26.431546749  -14.654115636
   -2.866014351   -3.141592654   77.801890455   22.005814471  -14.629679970
   -2.810898690   -3.141592654   78.906809092   17.400094765  -14.658735175
   -2.755783029   -3.141592654   79.752064406   12.648475533  -14.825115330
   -2.700667369   -3.141592654   80.330831410    7.880770507  -15.112546290
   -2.645551708   -3.141592654   80.648157618    3.447517675  -15.543023267
   -2.590436048   -3.141592654   80.731479235   -0.609294787  -15.981706445
   -2.535320387   -3.141592654   80.599083507   -4.158174670  -16.429645792
   -2.480204727   -3.141592654   80.301313874   -6.956166744  -16.926722084
   -2.425089066   -3.141592654   79.859505612   -9.002109724  -17.360745184
   -2.369973405   -3.141592654   79.325498797  -10.361537632  -17.766784129
   -2.314857745   -3.141592654   78.725862052  -11.048720850  -18.115048917
   -2.259742084   -3.141592654   78.126254399  -11.144365026  -18.450569828
   -2.204626424   -3.141592654   77.520733031  -10.980082922  -18.719728207
   -2.149510763   -3.141592654   76.926335152  -10.586734358  -18.983471096
   -2.094395102   -3.141592654   76.354596332  -10.238951104  -19.258200475
   -2.039279442   -3.141592654   75.791666905   -9.974503269  -19.514784077
   -1.984163781   -3.141592654   75.240457238   -9.664247524  -19.728291940
   -1.929048121   -3.141592654   74.712285938   -9.537288708  -20.081361104
   -1.873932460   -3.141592654   74.185120062   -9.335639924  -20.319772992
   -1.818816799   -3.141592654   73.668755901   -9.054510890  -20.566997025
   -1.763701139   -3.141592654   73.173344596   -8.530925770  -20.894732936
   -1.708585478   -3.141592654   72.707815557   -8.059096876  -21.281512551
   -1.653469818   -3.141592654   72.261848533   -7.589191641  -21.747366298
   -1.598354157   -3.141592654   71.841077118   -7.310503480  -22.379351441
   -1.543238497   -3.141592654   71.424185179   -7.478869188  -23.156965430
   -1.488122836   -3.141592654   70.977076488   -8.255968524  -24.155694785
   -1.433007175   -3.141592654   70.462948514   -9.792874294  -25.392140853
   -1.377891515   -3.141592654   69.846113737  -12.283795093  -26.976080912
   -1.322775854   -3.141592654   69.064737706  -15.835009817  -28.720400799
   -1.267660194   -3.141592654   68.063021112  -20.154899638  -30.702089203
